"ASV" "Kingdom" "Phyllum" "Class" "Order" "Family" "Genus"
"742" 704 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"972" 705 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"409" 706 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"847" 707 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"353" 708 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"913" 709 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"800" 710 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"581" 711 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"129" 712 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1127" 713 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"299" 714 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"514" 715 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"521" 716 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"20" 717 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1225" 718 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1130" 719 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"298" 720 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1273" 721 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"459" 722 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"150" 723 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1325" 724 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"672" 725 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"470" 726 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"451" 727 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"288" 728 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"702" 729 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"1017" 730 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"605" 731 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"7321" 732 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"917" 733 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1009" 734 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"572" 735 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1051" 736 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"473" 737 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"15" 738 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"699" 739 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"90" 740 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"77" 741 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"352" 742 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"540" 743 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"125" 744 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1258" 745 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1297" 746 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"233" 747 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"171" 748 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"892" 749 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"492" 750 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"862" 751 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1264" 752 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1246" 753 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1077" 754 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA
"278" 755 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"826" 756 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"319" 757 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"531" 758 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"34" 759 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1284" 760 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"669" 761 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"881" 762 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"631" 763 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1079" 764 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"790" 765 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1020" 766 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"593" 767 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1018" 768 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"859" 769 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1252" 770 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1208" 771 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"722" 772 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1231" 773 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"536" 774 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"371" 775 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1055" 776 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"968" 777 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"751" 778 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1124" 779 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"1272" 780 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"525" 781 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1174" 782 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"765" 783 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1313" 784 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"810" 785 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"106" 786 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1233" 787 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1106" 788 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"1004" 789 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1091" 790 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"363" 791 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"7921" 792 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Magnetospirillum"
"221" 793 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1112" 794 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"1295" 795 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"916" 796 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"719" 797 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"557" 798 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1041" 799 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"686" 800 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"283" 801 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"691" 802 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"634" 803 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"290" 804 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1339" 805 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"758" 806 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"440" 807 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"387" 808 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"822" 809 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"712" 810 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"330" 811 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1150" 812 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1147" 813 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"891" 814 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1075" 815 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA
"677" 816 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"133" 817 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1193" 818 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"695" 819 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"466" 820 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"864" 821 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"518" 822 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1307" 823 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"961" 824 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1226" 825 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"280" 826 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"382" 827 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1031" 828 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"357" 829 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"452" 830 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"182" 831 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"270" 832 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"841" 833 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1228" 834 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1216" 835 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"360" 836 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"8371" 837 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA
"111" 838 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1098" 839 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"1298" 840 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1141" 841 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"145" 842 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1265" 843 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1016" 844 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"392" 845 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1242" 846 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1146" 847 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1222" 848 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"646" 849 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1254" 850 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1317" 851 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1236" 852 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1229" 853 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"753" 854 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1010" 855 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"282" 856 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1140" 857 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1015" 858 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"668" 859 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"153" 860 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1074" 861 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA
"727" 862 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1027" 863 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1158" 864 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"718" 865 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"556" 866 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"680" 867 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1003" 868 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"246" 869 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"134" 870 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"144" 871 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"310" 872 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"118" 873 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"8741" 874 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"535" 875 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1107" 876 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"193" 877 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"442" 878 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"24" 879 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"342" 880 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"762" 881 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"846" 882 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1250" 883 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1169" 884 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"220" 885 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1165" 886 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"805" 887 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1234" 888 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"396" 889 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"670" 890 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"750" 891 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"437" 892 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"774" 893 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1088" 894 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"326" 895 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"152" 896 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1227" 897 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1168" 898 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"318" 899 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"931" 900 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1306" 901 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1154" 902 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"577" 903 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"845" 904 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1110" 905 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"809" 906 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1054" 907 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"799" 908 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"621" 909 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1303" 910 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"838" 911 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"263" 912 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1005" 913 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"25" 914 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"927" 915 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1219" 916 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"45" 917 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"103" 918 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1214" 919 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"883" 920 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"661" 921 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1188" 922 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"389" 923 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"546" 924 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"102" 925 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1085" 926 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"905" 927 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"448" 928 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1115" 929 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"1002" 930 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1253" 931 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"812" 932 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1008" 933 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"6" 934 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"819" 935 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"709" 936 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"404" 937 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"9381" 938 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1162" 939 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"656" 940 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"9411" 941 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"793" 942 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"565" 943 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"764" 944 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
