PHYLO-order	NAME(rpoB-database-taxonomy)	ASV	Phyllo-Curated-Taxonomy	Class	Order	Family	Genus
1184	Caulobacterales-Caulobacteraceae-ASV-488	488	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1185	Caulobacterales-Caulobacteraceae-ASV-214	214	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1186	Caulobacterales-Caulobacteraceae-ASV-995	995	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1187	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-1135	1135	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1188	Caulobacterales-Caulobacteraceae-ASV-922	922	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1189	Caulobacterales-Caulobacteraceae-ASV-611	611	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1190	Caulobacterales-Caulobacteraceae-ASV-950	950	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1191	ASV-1322	1322	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1192	ASV-1126	1126	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1193	Caulobacterales-ASV-818	818	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1194	ASV-975	975	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1195	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-1042	1042	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1196	Caulobacterales-Caulobacteraceae-ASV-1146	1146	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1197	Caulobacterales-Caulobacteraceae-ASV-280	280	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1198	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-210	210	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1199	Caulobacterales-Caulobacteraceae-ASV-561	561	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1200	Caulobacterales-Caulobacteraceae-ASV-1272	1272	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1201	Caulobacterales-Caulobacteraceae-ASV-472	472	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1202	Caulobacterales-Caulobacteraceae-ASV-169	169	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1203	Rhizobiales-ASV-1189	1189	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1204	ASV-1200	1200	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1205	ASV-464	464	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1206	Caulobacterales-Caulobacteraceae-ASV-1102	1102	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1207	Caulobacterales-Caulobacteraceae-ASV-1295	1295	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1208	ASV-771	771	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1209	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-639	639	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1210	Caulobacterales-ASV-1205	1205	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1211	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-374	374	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1212	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-267	267	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1213	Caulobacterales-Caulobacteraceae-ASV-591	591	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1214	Caulobacterales-Caulobacteraceae-ASV-919	919	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1215	Caulobacterales-Caulobacteraceae-ASV-1214	1214	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1216	Caulobacterales-Caulobacteraceae-ASV-835	835	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1217	Caulobacterales-Caulobacteraceae-ASV-1334	1334	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1218	Caulobacterales-Caulobacteraceae-ASV-631	631	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1219	Caulobacterales-Caulobacteraceae-ASV-916	916	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1220	Caulobacterales-Caulobacteraceae-ASV-200	200	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1221	Caulobacterales-Caulobacteraceae-ASV-289	289	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1222	Caulobacterales-Caulobacteraceae-ASV-848	848	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1223	Caulobacterales-Caulobacteraceae-ASV-127	127	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1224	Caulobacterales-Caulobacteraceae-ASV-408	408	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1225	Caulobacterales-Caulobacteraceae-ASV-718	718	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1226	Caulobacterales-Caulobacteraceae-ASV-825	825	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1227	Caulobacterales-Caulobacteraceae-ASV-897	897	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1228	Caulobacterales-Caulobacteraceae-ASV-834	834	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1229	Caulobacterales-Caulobacteraceae-ASV-853	853	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1230	Caulobacterales-Caulobacteraceae-ASV-1007	1007	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1231	Caulobacterales-Caulobacteraceae-ASV-773	773	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1232	Caulobacterales-Caulobacteraceae-ASV-1320	1320	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1233	Caulobacterales-Caulobacteraceae-ASV-787	787	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1234	Caulobacterales-Caulobacteraceae-ASV-888	888	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1235	ASV-947	947	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1236	Caulobacterales-Caulobacteraceae-ASV-852	852	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1237	Caulobacterales-Caulobacteraceae-ASV-1023	1023	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1238	Caulobacterales-Caulobacteraceae-ASV-618	618	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1239	Caulobacterales-Caulobacteraceae-ASV-1222	1222	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1240	Caulobacterales-Caulobacteraceae-ASV-1150	1150	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1241	Caulobacterales-Caulobacteraceae-ASV-959	959	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1242	Caulobacterales-Caulobacteraceae-Caulobacter-ASV-846	846	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1243	Caulobacterales-Caulobacteraceae-ASV-994	994	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1244	Caulobacterales-Caulobacteraceae-ASV-1182	1182	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1245	ASV-963	963	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1246	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-753	753	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1247	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1054	1054	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1248	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1262	1262	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1249	Caulobacterales-Caulobacteraceae-ASV-1318	1318	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1250	Caulobacterales-Caulobacteraceae-ASV-883	883	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1251	Caulobacterales-Caulobacteraceae-Caulobacter-ASV-1163	1163	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1252	Caulobacterales-Caulobacteraceae-ASV-770	770	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1253	ASV-931	931	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1254	Caulobacterales-Caulobacteraceae-ASV-850	850	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1255	Caulobacterales-Caulobacteraceae-ASV-1280	1280	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1256	Caulobacterales-Caulobacteraceae-ASV-1309	1309	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1257	Caulobacterales-Caulobacteraceae-ASV-1015	1015	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1258	Caulobacterales-Caulobacteraceae-ASV-745	745	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1259	Caulobacterales-Caulobacteraceae-ASV-1328	1328	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1260	Caulobacterales-Caulobacteraceae-ASV-1184	1184	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1261	Caulobacterales-Caulobacteraceae-Caulobacter-Caulobacter_henricii-ASV-1237	1237	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1262	Caulobacterales-Caulobacteraceae-Caulobacter-ASV-678	678	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1263	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1212	1212	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1264	Caulobacterales-Caulobacteraceae-ASV-752	752	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1265	Caulobacterales-Caulobacteraceae-ASV-843	843	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1266	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1040	1040	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1267	Caulobacterales-Caulobacteraceae-Caulobacter-ASV-1324	1324	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1268	Caulobacterales-Caulobacteraceae-Caulobacter-ASV-1177	1177	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1269	Caulobacterales-Caulobacteraceae-Phenylobacterium-Phenylobacterium_sp._RIFCSPHIGHO2_01_FULL_69_31-ASV-541	541	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1270	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-1368	1368	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1271	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-1197	1197	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1272	Caulobacterales-Caulobacteraceae-ASV-780	780	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1273	Caulobacterales-Caulobacteraceae-ASV-721	721	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1274	Caulobacterales-Caulobacteraceae-ASV-1242	1242	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1275	Caulobacterales-Caulobacteraceae-ASV-510	510	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1276	Caulobacterales-Caulobacteraceae-ASV-1171	1171	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1277	Caulobacterales-Caulobacteraceae-ASV-1069	1069	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1278	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1367	1367	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1279	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-1358	1358	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1280	Caulobacterales-Caulobacteraceae-Phenylobacterium-ASV-1119	1119	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1281	Caulobacterales-Caulobacteraceae-ASV-1031	1031	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1282	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-980	980	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1283	Caulobacterales-Caulobacteraceae-ASV-1269	1269	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1284	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-760	760	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1285	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-515	515	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1286	Caulobacterales-Caulobacteraceae-ASV-497	497	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1287	Caulobacterales-Caulobacteraceae-ASV-1345	1345	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1288	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-642	642	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1289	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-518	518	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1290	Caulobacterales-Caulobacteraceae-Brevundimonas-Brevundimonas_abyssalis-ASV-516	516	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1291	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-307	307	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1292	Caulobacterales-Caulobacteraceae-Brevundimonas-Brevundimonas_abyssalis-ASV-327	327	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1293	Caulobacterales-Caulobacteraceae-Brevundimonas-Brevundimonas_abyssalis-ASV-629	629	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1294	Caulobacterales-Caulobacteraceae-Brevundimonas-Brevundimonas_abyssalis-ASV-302	302	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1295	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-795	795	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1296	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-399	399	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1297	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-746	746	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1298	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-840	840	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1299	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-684	684	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1300	Caulobacterales-Caulobacteraceae-ASV-640	640	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1301	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-987	987	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1302	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-535	535	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1303	Caulobacterales-Caulobacteraceae-ASV-910	910	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1304	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1287	1287	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1305	Caulobacterales-Caulobacteraceae-ASV-514	514	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1306	Caulobacterales-Caulobacteraceae-ASV-901	901	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1307	Caulobacterales-Caulobacteraceae-ASV-823	823	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1308	Caulobacterales-Caulobacteraceae-ASV-1195	1195	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1309	Caulobacterales-Caulobacteraceae-ASV-1190	1190	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1310	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1098	1098	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1311	Caulobacterales-Caulobacteraceae-ASV-251	251	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1312	Caulobacterales-Caulobacteraceae-ASV-419	419	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1313	Caulobacterales-Caulobacteraceae-ASV-784	784	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1314	Caulobacterales-Caulobacteraceae-ASV-539	539	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1315	Caulobacterales-Caulobacteraceae-ASV-689	689	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1316	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1095	1095	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1317	Caulobacterales-Caulobacteraceae-ASV-851	851	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1318	Caulobacterales-Caulobacteraceae-ASV-530	530	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1319	Caulobacterales-Caulobacteraceae-ASV-613	613	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1320	Caulobacterales-Caulobacteraceae-ASV-1223	1223	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1321	Caulobacterales-Caulobacteraceae-ASV-625	625	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1322	Caulobacterales-Caulobacteraceae-ASV-654	654	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1323	Caulobacterales-Caulobacteraceae-ASV-547	547	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1324	Caulobacterales-Caulobacteraceae-ASV-1041	1041	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1325	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-724	724	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1326	Caulobacterales-Caulobacteraceae-ASV-976	976	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1327	Caulobacterales-Caulobacteraceae-ASV-1201	1201	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1328	Caulobacterales-Caulobacteraceae-ASV-1173	1173	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1329	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-698	698	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1330	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-194	194	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1331	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-477	477	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1332	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-456	456	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1333	Caulobacterales-Caulobacteraceae-ASV-517	517	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1334	Caulobacterales-Caulobacteraceae-ASV-224	224	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1335	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-241	241	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1336	Caulobacterales-Caulobacteraceae-ASV-180	180	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1337	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1030	1030	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1338	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-394	394	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1339	Caulobacterales-Caulobacteraceae-ASV-805	805	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1340	Caulobacterales-Caulobacteraceae-ASV-1116	1116	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1341	Caulobacterales-Caulobacteraceae-ASV-528	528	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1342	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-1036	1036	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1343	Caulobacterales-Caulobacteraceae-Brevundimonas-ASV-687	687	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
1344	Caulobacterales-Caulobacteraceae-ASV-171	171	CAULOBACTERALES	Alphaproteobacteria	Caulobacterales	NA	NA
