PHYLO-order	NAME(rpoB-database-taxonomy)	ASV	Phyllo-Curated-Taxonomy	Class	Order	Family	Genus
511	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-273	273	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
512	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1306	1306	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
513	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1004	1004	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
514	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-715	715	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
515	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-355	355	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
516	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-102	102	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
517	Rhizobiales-ASV-520	520	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
518	Rhizobiales-ASV-822	822	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
519	Rhizobiales-ASV-1199	1199	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
520	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1056	1056	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
521	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-716	716	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
522	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-121	121	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
523	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-536	536	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
524	Rhizobiales-Beijerinckiaceae-ASV-1109	1109	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
525	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-781	781	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
526	Rhizobiales-Beijerinckiaceae-ASV-686	686	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
527	Rhizobiales-Beijerinckiaceae-ASV-1147	1147	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
528	Rhizobiales-Beijerinckiaceae-ASV-1021	1021	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
529	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-962	962	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
530	Rhizobiales-Beijerinckiaceae-ASV-441	441	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
531	Rhizobiales-ASV-758	758	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
532	Rhizobiales-ASV-695	695	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
533	Rhizobiales-ASV-139	139	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
534	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1169	1169	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
535	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-875	875	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
536	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-774	774	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
537	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-696	696	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
538	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-271	271	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
539	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1186	1186	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
540	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-743	743	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
541	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-559	559	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
542	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1254	1254	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
543	Rhizobiales-ASV-357	357	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
544	Rhizobiales-ASV-567	567	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
545	Rhizobiales-ASV-1019	1019	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
546	Rhizobiales-ASV-924	924	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
547	Rhizobiales-ASV-641	641	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
548	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-339	339	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
549	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-112	112	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
550	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-426	426	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
551	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1175	1175	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
552	Rhizobiales-Beijerinckiaceae-ASV-1033	1033	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
553	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-442	442	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
554	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1001	1001	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
555	Rhizobiales-ASV-1288	1288	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
556	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-866	866	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
557	Rhizobiales-ASV-798	798	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
558	Rhizobiales-ASV-457	457	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
559	Rhizobiales-ASV-322	322	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
560	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-432	432	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
561	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1003	1003	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
562	Rhizobiales-Beijerinckiaceae-ASV-1151	1151	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
563	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-622	622	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
564	Rhizobiales-ASV-1017	1017	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
565	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-943	943	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
566	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1375	1375	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
567	Rhizobiales-Beijerinckiaceae-ASV-969	969	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
568	Rhizobiales-Beijerinckiaceae-ASV-560	560	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
569	Rhizobiales-Beijerinckiaceae-ASV-505	505	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
570	Rhizobiales-Beijerinckiaceae-ASV-1315	1315	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
571	Rhizobiales-ASV-1012	1012	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
572	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-735	735	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
573	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1350	1350	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
574	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-296	296	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
575	Rhizobiales-ASV-1100	1100	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
576	Rhizobiales-ASV-992	992	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
577	Rhizobiales-ASV-903	903	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
578	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1038	1038	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
579	Rhizobiales-ASV-1118	1118	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
580	Rhizobiales-ASV-346	346	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
581	Rhizobiales-ASV-711	711	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
582	Rhizobiales-ASV-1071	1071	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
583	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-487	487	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
584	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-301	301	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
585	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1394	1394	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
586	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1131	1131	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
587	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-699	699	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
588	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-42	42	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
589	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-305	305	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
590	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-143	143	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
591	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-56	56	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
592	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-188	188	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
593	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-767	767	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
594	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-208	208	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
595	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-81	81	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
596	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1332	1332	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
597	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-977	977	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
598	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-606	606	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
599	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-965	965	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
600	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-217	217	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
601	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-158	158	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
602	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1348	1348	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
603	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-425	425	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
604	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-403	403	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
605	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-731	731	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
606	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-229	229	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
607	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-624	624	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
608	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-511	511	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
609	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-628	628	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
610	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1231	1231	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
611	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1266	1266	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
612	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1094	1094	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
613	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1087	1087	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
614	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1396	1396	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
615	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-3	3	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
616	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-66	66	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
617	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-557	557	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
618	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-16	16	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
619	Rhizobiales-Beijerinckiaceae-ASV-1159	1159	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
620	Rhizobiales-ASV-361	361	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
621	Rhizobiales-ASV-909	909	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
622	Rhizobiales-Beijerinckiaceae-ASV-118	118	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
623	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-93	93	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
624	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-84	84	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
625	Rhizobiales-ASV-285	285	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
626	Rhizobiales-ASV-549	549	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
627	Rhizobiales-ASV-54	54	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
628	Rhizobiales-ASV-1238	1238	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
629	Rhizobiales-ASV-18	18	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
630	Rhizobiales-ASV-1263	1263	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
631	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-763	763	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
632	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-492	492	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
633	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1183	1183	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
634	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-803	803	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
635	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1	1	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
636	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-491	491	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
637	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-174	174	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
638	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-1157	1157	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
639	Rhizobiales-Beijerinckiaceae-ASV-345	345	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
640	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-544	544	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
641	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-117	117	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
642	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-8	8	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
643	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-527	527	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
644	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-417	417	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
645	Rhizobiales-ASV-326	326	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
646	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-849	849	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
647	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-614	614	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
648	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-553	553	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
649	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-41	41	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
650	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-5	5	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
651	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-568	568	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
652	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-95	95	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
653	Rhizobiales-Beijerinckiaceae-RHgroup-ASV-563	563	Beijerinckiaceae-GroupRH	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	GroupRH
654	Rhizobiales-ASV-1291	1291	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
655	Rhizobiales-ASV-1144	1144	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
656	Rhizobiales-ASV-940	940	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
657	Rhizobiales-ASV-983	983	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
658	Rhizobiales-ASV-1336	1336	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
659	Rhizobiales-ASV-1293	1293	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
660	Rhizobiales-ASV-1073	1073	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
661	Rhizobiales-ASV-921	921	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
662	Rhizobiales-ASV-1298	1298	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
663	Rhizobiales-ASV-79	79	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
664	Rhizobiales-ASV-116	116	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
665	Rhizobiales-ASV-967	967	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
666	Rhizobiales-ASV-1084	1084	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
667	Rhizobiales-ASV-683	683	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
668	Rhizobiales-ASV-859	859	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
669	Rhizobiales-ASV-761	761	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
670	Rhizobiales-ASV-890	890	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
671	Rhizobiales-ASV-1224	1224	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
672	Rhizobiales-ASV-725	725	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
673	Rhizobiales-ASV-646	646	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
674	Rhizobiales-ASV-661	661	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
675	Rhizobiales-ASV-1363	1363	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
676	Rhizobiales-ASV-1111	1111	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
677	Rhizobiales-ASV-816	816	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
678	Rhizobiales-ASV-702	702	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
679	Rhizobiales-ASV-615	615	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
680	Rhizobiales-ASV-867	867	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
681	Rhizobiales-ASV-149	149	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
682	Rhizobiales-ASV-558	558	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
683	Rhizobiales-ASV-350	350	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
684	ASV-1107	1107	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
685	Rhizobiales-ASV-1140	1140	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
686	Rhizobiales-Hyphomicrobiaceae-ASV-800	800	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
687	Rhizobiales-Hyphomicrobiaceae-ASV-269	269	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
688	Rhizobiales-ASV-1046	1046	Hyphomicrobiaceae	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
