"Kingdom" "Phyllum" "Class" "Order" "Family" "Genus" "Species"
"657" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A9"
"658" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"659" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" "Aureimonas" NA
"660" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"661" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"662" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"663" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA NA
"664" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"665" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"666" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A1"
"667" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"668" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"669" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A4"
"670" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"671" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"672" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA NA
"673" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A9"
"674" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"675" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae" NA NA
"676" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"677" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"678" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" NA
"679" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA NA
"680" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" NA
"681" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"682" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"683" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"684" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"685" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"686" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" NA NA
"687" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"688" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA NA
"689" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"690" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"691" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" NA
"692" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae" "Methylocystis" NA
"693" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A6"
"694" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A9"
"695" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"696" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"697" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A1"
"698" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"699" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"700" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"701" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"702" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"703" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"704" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"705" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A9"
"706" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"707" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A2"
"708" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"709" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A1"
"710" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A4"
"711" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"712" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"713" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" NA
"714" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"715" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"716" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"717" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"718" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"719" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" NA
"720" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"721" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"722" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"723" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"724" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"725" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"726" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"727" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae" NA NA
"728" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"729" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"730" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"731" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"732" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"733" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A2"
"734" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Tardiphaga" NA
"735" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"736" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"737" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"738" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"739" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"740" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"741" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"742" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"743" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"744" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"745" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"746" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"747" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"748" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"749" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A1"
"750" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"751" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A6"
"752" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"753" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"754" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium" "Rhizobium_sp._OK665"
"755" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"756" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" NA
"757" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"758" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"759" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"760" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"761" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"762" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" NA
"763" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"764" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Mesorhizobium" NA
"765" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"766" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"767" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"768" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"769" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A6"
"770" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"771" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"772" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"773" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"774" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"775" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"776" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" "Bradyrhizobium_erythrophlei"
"777" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A9"
"778" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"779" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" NA
"780" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"781" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"782" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"783" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" NA NA
"784" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"785" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A4"
"786" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"787" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"788" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA NA
"789" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" "Bradyrhizobium_sp._OK095"
"790" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA NA
"791" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"792" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Magnetospirillum" NA
"793" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"794" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" "Aureimonas" NA
"795" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"796" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A2"
"797" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"798" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"799" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" "Bradyrhizobium_erythrophlei"
"800" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA NA
"801" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"802" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"803" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"804" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"805" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"806" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"807" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"808" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"809" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A5"
"810" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga" "Microvirga_sp."
"811" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"812" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"813" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"814" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" NA
"815" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium" NA
"816" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"817" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"818" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA NA
"819" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia" NA
"820" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"821" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A6"
"822" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"823" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"824" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-A9"
"825" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"826" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"827" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"828" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"829" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"830" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"831" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"832" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"833" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium-clade-B"
"834" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"835" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"836" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"837" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA NA
"838" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"839" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"840" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas" NA
"841" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"842" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"843" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"844" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA NA
"845" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae" NA NA
"846" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" NA
"847" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"848" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"849" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"850" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"851" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"852" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"853" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"854" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"855" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Tardiphaga" NA
"856" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_ramalinae"
"857" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"858" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA NA
"859" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"860" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"861" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium" NA
"862" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"863" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" "Bradyrhizobium_sp._Ai1a-2"
"864" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"865" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"866" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"867" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"868" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" "Bradyrhizobium_sp._OK095"
"869" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"870" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"871" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"872" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"873" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"874" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"875" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "RHgroup" NA
"876" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA NA
"877" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" "Lichenibacterium" "Lichenibacterium_minor"
"878" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"879" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"880" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"881" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
